idade,sexo,raca_cor,serie,turno,nota_portugues,nota_matematica,distorcao_idade_serie,faltas_anuais,repeticoes_anteriores,trabalha,renda_familiar,escolaridade_pai,escolaridade_mae,evasao
17,F,Parda,2ano,matutino,5.07,5.5,1,18,0,1,1076,3,0,0
18,M,Branca,3ano,vespertino,5.57,2.92,1,11,0,0,3232,0,1,0
15,M,Parda,1ano,noturno,1.46,7.93,0,16,0,1,1638,0,0,0
15,M,Parda,1ano,vespertino,6.72,1.98,0,13,0,0,4290,1,1,0
15,M,Parda,1ano,noturno,4.97,4.35,0,17,0,1,892,2,3,1
15,M,Amarela,1ano,matutino,5.33,3.2,0,13,0,1,556,2,0,0
18,F,Parda,2ano,noturno,4.55,4.49,2,23,1,1,5367,2,0,1
17,M,Preta,3ano,noturno,5.43,4.29,0,17,0,1,3049,1,0,0
16,F,Branca,1ano,matutino,6.88,4.23,1,13,0,0,500,2,0,0
16,M,Preta,2ano,vespertino,6.85,7.74,0,15,0,1,1748,0,0,0
19,M,Parda,2ano,matutino,5.94,6.55,3,15,1,0,2132,0,1,0
15,M,Parda,1ano,matutino,6.11,1.75,0,15,0,0,1013,2,0,0
15,M,Parda,1ano,matutino,5.69,8.31,0,25,0,1,500,0,0,0
17,M,Preta,3ano,vespertino,8.36,7.11,0,12,0,0,1044,3,1,0
16,M,Branca,2ano,noturno,5.98,3.42,0,5,0,0,1414,1,0,0
18,F,Branca,3ano,matutino,6.17,5.38,1,11,0,0,690,0,2,0
16,M,Parda,2ano,noturno,9.59,9.29,0,14,0,1,2156,3,1,0
18,F,Branca,2ano,noturno,5.97,7.65,2,21,1,0,500,0,1,1
18,M,Branca,3ano,vespertino,4.38,10.0,1,16,0,0,1395,0,3,0
17,F,Branca,3ano,noturno,7.95,8.72,0,8,0,0,5722,0,0,0
17,M,Branca,3ano,noturno,2.26,0.29,0,18,0,1,1955,2,1,1
15,M,Parda,1ano,matutino,4.65,8.23,0,13,0,1,3853,2,1,0
17,M,Branca,3ano,noturno,5.58,5.58,0,12,0,0,1086,2,0,0
17,F,Parda,3ano,matutino,1.01,4.92,0,12,0,1,1431,1,1,1
17,F,Branca,3ano,matutino,6.74,2.84,0,7,0,0,857,1,2,0
18,M,Parda,2ano,matutino,6.9,4.99,2,14,1,0,880,2,3,1
17,M,Preta,3ano,vespertino,3.45,10.0,0,12,0,0,1819,3,2,0
16,F,Branca,2ano,noturno,5.65,9.13,0,8,0,0,572,1,0,0
18,F,Preta,3ano,matutino,10.0,3.67,1,9,0,0,2360,0,1,0
16,M,Parda,2ano,vespertino,6.04,3.13,0,8,0,0,1790,0,0,0
17,M,Branca,3ano,matutino,9.34,8.05,0,15,0,1,500,0,1,0
18,M,Branca,3ano,noturno,5.41,3.63,1,13,0,0,2632,0,3,1
16,M,Branca,1ano,matutino,8.12,5.01,1,22,0,1,6538,0,3,0
16,M,Preta,1ano,vespertino,5.39,4.86,1,15,0,1,2467,1,1,0
18,M,Branca,2ano,vespertino,5.61,7.83,2,17,1,0,500,0,3,1
17,M,Parda,3ano,matutino,4.11,6.06,0,5,0,0,8107,0,0,0
17,F,Branca,3ano,noturno,9.2,1.73,0,16,0,0,500,0,3,0
19,M,Branca,3ano,noturno,5.23,4.92,2,17,1,0,500,1,2,1
17,M,Preta,3ano,vespertino,5.33,6.9,0,16,0,1,500,0,3,0
16,F,Preta,2ano,vespertino,6.68,4.64,0,8,0,0,971,1,1,0
16,M,Branca,1ano,noturno,2.42,5.75,1,15,0,1,500,1,1,0
17,M,Parda,2ano,matutino,5.98,7.27,1,12,0,0,500,0,2,0
17,M,Parda,3ano,matutino,6.21,1.88,0,12,0,0,692,3,1,0
17,M,Branca,2ano,vespertino,4.42,3.75,1,11,0,0,673,3,0,1
20,M,Parda,3ano,vespertino,8.19,10.0,3,19,1,0,945,3,2,0
18,M,Preta,3ano,vespertino,6.92,5.02,1,21,0,1,1755,3,0,1
15,M,Parda,1ano,vespertino,4.75,5.8,0,7,0,0,3881,0,0,0
17,F,Parda,3ano,vespertino,3.21,5.43,0,15,0,1,1168,0,0,0
19,F,Parda,2ano,matutino,7.39,4.18,3,18,1,0,1712,0,0,1
16,M,Parda,2ano,matutino,3.78,3.89,0,10,0,0,946,0,1,1
15,F,Parda,1ano,matutino,4.92,7.22,0,14,0,1,3037,1,2,0
15,F,Preta,1ano,matutino,7.78,7.48,0,11,0,0,4033,2,2,0
17,M,Parda,1ano,noturno,6.37,4.76,2,21,1,1,745,2,1,1
18,M,Branca,2ano,noturno,5.56,5.02,2,23,1,1,500,0,3,1
15,M,Parda,1ano,matutino,2.45,5.16,0,13,0,0,746,1,0,0
16,F,Branca,2ano,vespertino,2.57,1.16,0,14,0,1,822,2,0,1
16,F,Parda,2ano,matutino,3.43,6.36,0,20,0,1,1002,2,2,0
17,F,Branca,2ano,vespertino,4.61,3.61,1,9,0,0,1201,2,2,0
18,F,Branca,3ano,noturno,5.2,8.49,1,17,0,1,1004,0,1,0
17,M,Branca,2ano,matutino,4.99,6.45,1,13,0,1,500,0,3,0
16,M,Preta,1ano,noturno,8.34,4.85,1,14,0,0,979,2,2,0
17,M,Amarela,3ano,matutino,6.41,6.31,0,21,0,1,1497,2,0,0
18,M,Parda,3ano,matutino,3.98,8.38,1,10,0,0,4008,2,1,0
17,F,Parda,2ano,vespertino,5.83,0.77,1,16,0,0,753,3,0,0
17,M,Parda,3ano,noturno,5.29,6.73,0,14,0,1,1169,3,0,0
15,F,Parda,1ano,vespertino,5.83,2.6,0,8,0,0,1074,1,3,0
17,M,Branca,3ano,noturno,5.04,6.37,0,11,0,0,785,2,2,0
15,F,Branca,1ano,noturno,3.78,8.79,0,17,0,1,802,1,0,1
20,F,Parda,2ano,vespertino,7.79,5.14,4,20,2,0,500,2,0,0
17,M,Branca,1ano,matutino,10.0,7.32,2,15,1,0,1698,2,1,0
19,F,Parda,3ano,matutino,8.06,6.6,2,20,1,1,2026,1,1,1
15,M,Preta,1ano,vespertino,6.33,6.28,0,11,0,1,852,1,3,0
15,F,Parda,1ano,vespertino,6.93,5.33,0,14,0,0,1768,2,2,0
15,M,Parda,1ano,matutino,5.09,3.91,0,19,0,0,500,2,3,0
17,F,Branca,3ano,matutino,7.9,6.25,0,14,0,0,3866,1,3,0
15,F,Branca,1ano,matutino,3.83,6.77,0,16,0,0,640,1,2,0
17,M,Branca,2ano,matutino,5.25,7.44,1,9,0,0,960,0,1,0
17,F,Branca,1ano,vespertino,6.01,5.33,2,19,1,0,2484,1,1,1
17,F,Indígena,3ano,noturno,7.86,5.67,0,11,0,1,500,0,2,0
15,M,Preta,1ano,noturno,5.38,6.72,0,13,0,1,807,0,0,0
19,M,Parda,3ano,noturno,5.69,7.95,2,23,1,1,663,1,2,1
16,M,Parda,1ano,vespertino,3.42,5.0,1,22,0,1,1834,3,1,1
15,F,Branca,1ano,matutino,0.62,4.54,0,15,0,1,558,1,2,1
16,F,Branca,1ano,vespertino,5.95,8.89,1,9,0,0,2176,1,1,0
15,F,Branca,1ano,noturno,7.46,3.94,0,17,0,1,1455,1,1,1
16,M,Preta,2ano,vespertino,7.89,3.97,0,4,0,0,500,0,3,0
15,F,Parda,1ano,vespertino,6.14,8.48,0,2,0,0,2330,0,0,0
17,M,Branca,3ano,vespertino,6.14,3.72,0,10,0,0,5291,3,0,0
18,F,Branca,2ano,matutino,1.98,6.98,2,19,1,0,574,1,1,1
15,F,Branca,1ano,matutino,5.65,6.16,0,6,0,0,788,1,0,0
17,M,Branca,2ano,matutino,6.64,3.8,1,16,0,1,500,0,1,0
15,M,Branca,1ano,matutino,7.48,4.77,0,6,0,0,1136,1,0,0
17,F,Branca,1ano,noturno,7.43,9.78,2,17,1,0,2850,3,1,0
15,M,Preta,1ano,matutino,8.03,8.93,0,9,0,0,691,2,1,0
17,F,Branca,1ano,matutino,5.16,8.72,2,20,1,1,569,2,0,0
16,M,Parda,1ano,noturno,3.02,10.0,1,10,0,0,3296,2,1,0
18,F,Branca,3ano,noturno,7.0,9.51,1,16,0,0,647,3,1,0
17,M,Branca,2ano,vespertino,5.3,9.57,1,11,0,0,674,2,2,0
17,F,Branca,3ano,matutino,5.19,6.89,0,14,0,1,986,2,1,0
15,M,Parda,1ano,matutino,7.33,5.72,0,10,0,0,500,3,0,0
18,M,Branca,3ano,vespertino,7.24,4.77,1,12,0,0,607,0,0,0
15,F,Parda,1ano,noturno,6.0,3.37,0,14,0,1,5299,2,2,0
15,F,Branca,1ano,matutino,4.81,6.53,0,11,0,0,2118,0,0,0
17,F,Preta,3ano,noturno,8.46,7.28,0,4,0,0,1950,0,3,0
16,M,Branca,1ano,vespertino,6.45,5.88,1,8,0,0,1972,0,1,0
17,M,Parda,2ano,vespertino,3.26,6.42,1,10,0,0,1977,1,1,0
19,F,Parda,3ano,matutino,5.4,6.62,2,22,1,0,863,2,2,1
16,F,Parda,2ano,noturno,3.88,4.4,0,16,0,1,1133,1,0,1
16,F,Amarela,2ano,vespertino,5.57,5.92,0,16,0,1,1608,0,1,0
15,M,Parda,1ano,matutino,5.55,4.73,0,16,0,1,822,1,2,0
16,F,Parda,1ano,matutino,2.49,6.09,1,14,0,0,3455,0,3,0
19,F,Parda,3ano,matutino,1.5,6.83,2,19,1,1,500,0,1,1
15,M,Preta,1ano,matutino,6.11,7.1,0,13,0,1,938,0,0,0
15,M,Parda,1ano,matutino,1.57,5.74,0,7,0,0,2935,1,3,0
15,M,Parda,1ano,matutino,6.12,7.56,0,8,0,0,2685,1,3,0
18,F,Branca,3ano,vespertino,10.0,5.04,1,12,0,0,810,0,2,0
18,F,Branca,3ano,vespertino,8.82,4.81,1,9,0,0,1555,0,1,0
19,M,Branca,2ano,vespertino,5.77,3.77,3,21,1,1,1543,1,1,1
18,F,Parda,3ano,vespertino,7.32,7.01,1,9,0,0,6899,0,1,0
16,F,Parda,1ano,matutino,6.87,5.64,1,12,0,1,639,1,0,0
17,F,Branca,3ano,matutino,7.76,5.96,0,12,0,0,1431,0,2,0
15,F,Parda,1ano,vespertino,4.44,4.09,0,14,0,0,868,1,1,1
16,M,Parda,2ano,vespertino,9.15,7.59,0,11,0,0,4102,2,0,0
15,F,Parda,1ano,matutino,8.53,5.38,0,8,0,0,1084,1,0,0
17,F,Branca,3ano,noturno,5.59,4.06,0,10,0,1,737,2,2,1
18,F,Branca,3ano,noturno,3.76,4.94,1,17,0,1,2186,3,1,1
16,M,Parda,2ano,noturno,3.21,5.6,0,9,0,0,640,1,0,0
15,F,Branca,1ano,vespertino,8.66,8.24,0,6,0,0,1407,0,3,0
15,M,Parda,1ano,matutino,9.37,7.32,0,11,0,0,2072,1,0,0
16,F,Branca,2ano,noturno,6.96,3.01,0,19,0,1,500,0,1,0
16,F,Branca,1ano,noturno,6.14,5.6,1,14,0,1,631,0,3,0
15,M,Branca,1ano,noturno,9.14,5.99,0,17,0,1,5593,0,0,0
16,M,Branca,2ano,noturno,5.06,5.98,0,15,0,1,1445,2,0,0
17,M,Amarela,2ano,noturno,5.94,3.42,1,22,0,1,500,2,2,1
18,F,Parda,3ano,vespertino,5.89,4.71,1,19,0,1,1359,1,2,0
16,F,Branca,2ano,matutino,5.37,4.47,0,12,0,1,500,0,1,1
16,M,Parda,1ano,vespertino,6.86,4.59,1,24,0,1,1383,0,2,1
17,F,Branca,2ano,vespertino,6.15,4.71,1,15,0,0,1661,1,2,0
18,F,Parda,1ano,noturno,4.86,4.46,3,19,1,0,1129,0,0,1
16,F,Parda,2ano,vespertino,3.87,7.25,0,10,0,0,667,2,2,0
17,F,Parda,3ano,vespertino,8.65,2.29,0,7,0,0,5063,2,2,0
15,F,Branca,1ano,noturno,8.03,9.52,0,14,0,1,929,0,2,0
16,M,Parda,1ano,vespertino,10.0,6.74,1,20,0,0,500,1,2,0
17,M,Branca,3ano,matutino,6.48,7.14,0,10,0,0,1062,1,0,0
17,F,Parda,2ano,vespertino,7.49,4.59,1,17,0,1,3091,1,0,0
16,M,Branca,2ano,matutino,5.54,3.99,0,11,0,0,4424,1,0,0
18,M,Parda,3ano,matutino,7.45,1.17,1,15,0,1,500,0,2,0
16,M,Parda,2ano,vespertino,8.77,5.07,0,11,0,0,621,1,2,0
15,M,Parda,1ano,noturno,4.01,6.2,0,14,0,1,898,3,1,0
18,M,Branca,3ano,matutino,5.72,5.33,1,8,0,0,1383,2,1,0
17,F,Branca,3ano,matutino,6.92,5.78,0,10,0,1,500,0,3,0
15,M,Branca,1ano,vespertino,4.24,5.91,0,18,0,1,1889,1,3,0
15,F,Branca,1ano,vespertino,3.53,7.66,0,7,0,0,2546,0,0,0
16,F,Branca,2ano,matutino,4.7,9.67,0,15,0,0,597,2,1,0
16,F,Branca,2ano,matutino,5.69,5.3,0,20,0,1,1166,0,1,0
16,M,Branca,2ano,vespertino,3.97,6.81,0,12,0,0,2325,2,0,0
17,F,Parda,2ano,noturno,6.48,1.76,1,18,0,1,4988,0,2,0
16,F,Parda,2ano,matutino,9.68,3.05,0,22,0,1,2819,2,0,1
19,F,Parda,2ano,vespertino,7.93,4.01,3,22,1,0,798,0,3,1
15,M,Parda,1ano,noturno,7.85,1.93,0,16,0,1,1741,1,2,1
15,F,Branca,1ano,matutino,2.62,5.82,0,14,0,0,1004,1,1,0
16,F,Preta,2ano,noturno,5.38,4.88,0,16,0,1,665,1,2,0
18,M,Parda,3ano,matutino,8.86,5.97,1,11,0,0,1801,0,0,0
16,F,Parda,2ano,matutino,5.04,7.5,0,14,0,1,1787,0,3,0
15,M,Preta,1ano,matutino,5.36,7.6,0,12,0,1,1204,3,2,0
17,M,Parda,3ano,matutino,7.94,3.17,0,12,0,0,2702,1,1,0
17,M,Parda,2ano,noturno,6.84,4.97,1,22,0,0,966,1,0,1
18,M,Parda,2ano,vespertino,4.29,4.65,2,19,1,0,1126,3,3,1
15,M,Parda,1ano,noturno,3.07,4.28,0,5,0,0,1419,0,2,1
18,F,Parda,3ano,noturno,5.21,3.61,1,17,0,1,1567,1,0,1
16,M,Branca,2ano,matutino,7.36,5.09,0,18,0,1,578,2,1,0
17,M,Branca,3ano,noturno,10.0,7.74,0,11,0,1,5485,1,0,0
16,F,Branca,1ano,noturno,3.66,5.9,1,13,0,1,2075,0,0,1
16,F,Parda,2ano,matutino,3.21,7.4,0,5,0,0,1213,2,1,0
16,F,Parda,1ano,noturno,9.14,7.14,1,13,0,0,1234,2,2,0
17,F,Parda,3ano,noturno,4.85,5.15,0,11,0,1,1140,0,2,0
15,F,Branca,1ano,vespertino,8.23,3.04,0,11,0,0,3903,0,0,0
17,F,Parda,2ano,matutino,4.76,1.22,1,11,0,0,2608,1,0,0
17,M,Branca,2ano,matutino,10.0,2.63,1,17,0,1,2013,3,1,0
16,F,Parda,1ano,noturno,5.07,2.98,1,18,0,1,8799,3,1,0
16,F,Branca,1ano,vespertino,7.17,9.06,1,20,0,1,1946,2,2,0
15,M,Branca,1ano,noturno,4.36,4.95,0,7,0,0,590,1,2,1
16,M,Branca,2ano,noturno,7.4,2.91,0,3,0,0,2191,1,1,0
20,M,Parda,3ano,matutino,3.99,6.03,3,20,1,0,1856,1,2,1
16,M,Branca,2ano,noturno,2.71,2.41,0,18,0,1,3677,0,2,1
17,M,Parda,3ano,vespertino,5.88,2.39,0,15,0,1,2200,1,1,1
16,F,Parda,1ano,vespertino,5.42,7.12,1,12,0,0,1353,0,2,0
16,F,Branca,2ano,matutino,6.85,8.28,0,15,0,1,2620,2,1,0
19,M,Parda,3ano,matutino,4.5,3.63,2,15,1,0,500,2,0,1
21,M,Parda,3ano,matutino,10.0,5.65,4,17,2,0,1778,0,2,1
15,M,Parda,1ano,matutino,6.66,3.46,0,19,0,1,1913,0,2,0
17,F,Parda,2ano,matutino,2.86,8.07,1,15,0,1,500,2,0,1
17,M,Branca,3ano,matutino,4.73,7.37,0,17,0,1,1338,2,2,0
19,F,Parda,3ano,vespertino,6.19,6.83,2,11,1,0,713,1,1,0
16,M,Amarela,2ano,noturno,5.36,2.66,0,21,0,1,854,2,2,1
15,F,Branca,1ano,matutino,6.93,5.27,0,10,0,0,2538,0,0,0
15,M,Branca,1ano,matutino,5.46,8.85,0,9,0,0,530,0,3,0
17,F,Branca,2ano,vespertino,2.76,5.97,1,16,0,1,1010,3,1,0
16,M,Branca,2ano,vespertino,2.86,9.81,0,11,0,1,577,0,0,0
15,F,Parda,1ano,vespertino,7.2,6.86,0,8,0,0,1451,0,0,0
15,F,Parda,1ano,noturno,3.86,3.23,0,14,0,1,1583,1,3,1
16,F,Branca,2ano,matutino,6.38,4.63,0,18,0,1,500,1,2,0
16,F,Branca,2ano,vespertino,4.35,2.88,0,5,0,0,922,0,0,0
16,M,Parda,2ano,noturno,4.68,8.72,0,13,0,1,1042,0,1,1
17,M,Parda,2ano,vespertino,3.19,6.04,1,17,0,1,1330,0,3,0
16,F,Parda,1ano,vespertino,7.45,6.98,1,14,0,0,2587,1,1,0
18,F,Branca,3ano,noturno,5.04,7.65,1,13,0,0,563,3,1,0
16,M,Branca,2ano,matutino,10.0,4.46,0,17,0,1,874,3,0,1
16,M,Preta,1ano,matutino,1.73,3.23,1,12,0,0,3457,1,2,1
16,M,Branca,2ano,matutino,3.39,9.51,0,9,0,0,2266,0,1,0
16,M,Branca,2ano,noturno,6.92,4.87,0,9,0,1,561,2,3,1
17,M,Branca,2ano,noturno,3.92,5.72,1,19,0,1,1106,0,0,0
16,F,Branca,2ano,matutino,7.47,5.84,0,15,0,0,1689,0,0,0
16,M,Parda,2ano,vespertino,5.21,7.51,0,7,0,0,2464,2,1,0
18,M,Branca,2ano,vespertino,4.93,2.84,2,26,1,1,1564,0,0,1
16,M,Parda,1ano,matutino,5.94,7.54,1,18,0,0,1681,0,2,0
15,M,Parda,1ano,noturno,4.53,8.43,0,11,0,1,1713,1,0,0
16,F,Branca,1ano,matutino,7.37,4.71,1,20,0,1,1256,0,0,0
16,M,Parda,2ano,noturno,1.3,3.37,0,16,0,1,500,2,2,1
16,F,Branca,2ano,noturno,1.76,2.57,0,17,0,1,810,3,0,1
17,M,Branca,3ano,matutino,6.83,6.82,0,10,0,0,3260,1,0,0
15,F,Parda,1ano,vespertino,8.81,4.24,0,10,0,0,2415,3,1,0
17,M,Branca,2ano,vespertino,5.16,6.96,1,17,0,0,1197,2,1,0
16,F,Branca,1ano,matutino,8.01,7.37,1,22,0,1,997,0,0,0
17,F,Parda,2ano,matutino,8.77,6.45,1,9,0,0,669,2,2,0
17,M,Branca,3ano,noturno,8.46,7.77,0,15,0,1,606,2,1,0
15,F,Branca,1ano,vespertino,1.57,4.76,0,9,0,0,2586,0,2,0
17,F,Parda,1ano,vespertino,6.92,4.19,2,22,1,1,940,1,0,1
16,M,Parda,2ano,matutino,3.43,5.55,0,17,0,1,1535,0,1,0
17,F,Parda,3ano,vespertino,5.94,5.94,0,11,0,0,8309,0,3,0
16,F,Branca,1ano,vespertino,5.28,5.08,1,23,0,0,1314,0,3,0
19,F,Parda,3ano,matutino,5.6,9.64,2,23,1,1,663,2,0,1
17,M,Preta,3ano,matutino,8.13,2.16,0,14,0,0,2442,0,0,0
17,F,Preta,3ano,matutino,3.2,6.5,0,6,0,0,2867,1,2,0
15,F,Parda,1ano,vespertino,9.41,2.5,0,8,0,0,500,1,2,0
16,F,Parda,2ano,matutino,6.44,5.85,0,9,0,0,3288,1,0,0
16,M,Parda,1ano,noturno,4.42,8.18,1,20,0,1,589,2,3,1
19,M,Preta,3ano,matutino,4.1,0.93,2,16,1,0,4405,0,2,1
16,M,Branca,2ano,noturno,8.54,6.25,0,13,0,0,3361,3,1,0
15,M,Branca,1ano,matutino,1.91,6.56,0,14,0,1,1344,1,2,0
15,M,Branca,1ano,vespertino,7.07,5.38,0,16,0,1,616,2,0,0
17,M,Preta,3ano,vespertino,6.87,4.37,0,15,0,1,2919,3,1,0
19,F,Parda,3ano,vespertino,9.04,5.45,2,22,1,0,1695,0,1,1
16,F,Branca,2ano,noturno,4.84,6.58,0,27,0,1,652,3,2,1
17,M,Parda,2ano,matutino,9.8,1.89,1,13,0,0,1843,2,3,0
18,M,Parda,3ano,matutino,9.57,5.3,1,16,0,0,500,0,2,0
18,F,Parda,3ano,matutino,6.83,6.09,1,18,0,1,1502,1,0,0
18,M,Parda,3ano,vespertino,6.92,7.05,1,22,0,1,1525,0,0,0
16,M,Branca,2ano,noturno,7.78,9.81,0,12,0,1,1776,2,3,0
17,F,Branca,2ano,matutino,5.4,7.11,1,10,0,0,3192,2,1,0
18,F,Branca,3ano,noturno,9.26,5.95,1,18,0,1,815,1,0,0
17,F,Parda,1ano,matutino,8.46,4.96,2,12,1,0,726,2,2,1
16,F,Parda,2ano,noturno,4.75,4.07,0,8,0,1,1238,0,2,1
15,F,Parda,1ano,matutino,7.39,5.51,0,10,0,0,2326,0,1,0
16,F,Parda,2ano,noturno,2.61,4.92,0,16,0,1,1024,1,2,1
17,F,Parda,3ano,vespertino,2.89,4.78,0,9,0,0,500,0,2,0
15,M,Branca,1ano,noturno,4.19,6.62,0,12,0,0,981,2,1,0
16,M,Parda,2ano,vespertino,3.23,9.16,0,7,0,0,1376,0,0,0
15,F,Parda,1ano,matutino,7.92,8.18,0,13,0,1,650,2,1,0
18,M,Parda,3ano,noturno,7.28,7.42,1,12,0,0,500,0,3,0
18,F,Branca,3ano,vespertino,6.51,8.48,1,9,0,0,1555,1,1,0
16,F,Branca,2ano,matutino,5.27,5.28,0,12,0,0,500,1,1,0
16,F,Branca,2ano,vespertino,8.03,4.4,0,16,0,1,2628,0,0,0
18,M,Branca,1ano,noturno,9.34,7.75,3,24,1,1,7654,1,1,1
18,M,Parda,3ano,vespertino,6.06,4.93,1,10,0,0,592,2,1,0
18,M,Parda,3ano,matutino,7.15,3.93,1,14,0,1,1605,3,2,1
15,M,Branca,1ano,noturno,5.69,8.73,0,16,0,0,1539,2,0,0
17,M,Branca,3ano,matutino,4.54,3.39,0,9,0,0,500,2,3,1
18,M,Parda,1ano,matutino,4.47,5.3,3,20,1,0,500,3,2,1
16,F,Amarela,2ano,matutino,4.23,6.99,0,16,0,1,500,3,0,1
15,M,Branca,1ano,matutino,7.18,6.79,0,10,0,0,950,1,1,0
17,F,Parda,3ano,vespertino,8.12,4.64,0,23,0,1,8526,0,3,1
15,M,Branca,1ano,matutino,3.25,6.51,0,10,0,0,1916,1,3,0
15,M,Parda,1ano,matutino,2.82,3.48,0,14,0,1,597,0,2,1
17,F,Parda,2ano,matutino,5.43,7.48,1,10,0,0,592,3,3,0
17,F,Parda,3ano,noturno,6.89,5.52,0,6,0,0,700,2,1,0
15,M,Parda,1ano,vespertino,7.06,7.81,0,16,0,0,500,1,2,0
16,M,Parda,2ano,vespertino,7.44,6.96,0,12,0,1,597,0,1,0
16,M,Parda,2ano,vespertino,3.75,9.76,0,13,0,0,1752,0,2,0
17,F,Branca,3ano,matutino,3.24,5.78,0,12,0,0,1011,0,1,0
15,F,Branca,1ano,noturno,6.57,7.59,0,16,0,1,874,1,0,0
16,F,Branca,2ano,matutino,3.34,7.97,0,12,0,0,2361,1,1,0
17,M,Parda,3ano,matutino,6.09,6.68,0,13,0,1,500,1,1,0
15,M,Branca,1ano,matutino,7.57,4.54,0,9,0,0,1707,0,2,0
16,M,Branca,2ano,matutino,1.94,3.75,0,11,0,0,500,1,1,1
17,F,Branca,3ano,matutino,6.3,3.37,0,9,0,0,2355,2,0,0
15,F,Branca,1ano,vespertino,3.04,9.15,0,11,0,0,1275,0,2,0
16,M,Parda,2ano,matutino,7.36,4.37,0,20,0,0,1381,0,0,0
17,M,Parda,1ano,matutino,8.06,4.85,2,28,1,1,1088,1,1,1
17,F,Branca,3ano,vespertino,4.96,6.66,0,11,0,0,1873,0,0,0
17,M,Branca,3ano,vespertino,5.61,7.28,0,12,0,0,612,1,1,0
18,F,Preta,2ano,noturno,4.48,6.34,2,19,1,1,2721,0,3,1
18,F,Parda,2ano,matutino,5.22,6.36,2,17,1,0,987,3,1,0
18,F,Parda,2ano,noturno,8.08,7.48,2,21,1,1,1799,2,0,1
15,F,Branca,1ano,vespertino,6.64,7.78,0,14,0,1,2054,0,2,0
15,M,Parda,1ano,vespertino,8.53,5.08,0,9,0,0,657,2,2,0
15,M,Branca,1ano,matutino,1.96,4.18,0,12,0,1,1799,2,3,1
17,F,Branca,1ano,vespertino,7.44,7.33,2,13,1,0,668,0,0,0
18,M,Branca,2ano,matutino,6.43,6.11,2,20,1,1,500,3,1,1
15,M,Branca,1ano,vespertino,7.28,6.5,0,8,0,0,1414,0,2,0
15,F,Parda,1ano,vespertino,4.81,4.24,0,16,0,1,6844,3,2,1
16,M,Parda,2ano,matutino,2.32,8.27,0,4,0,0,717,0,2,0
15,F,Branca,1ano,matutino,2.41,5.92,0,13,0,1,1824,0,1,0
15,F,Parda,1ano,noturno,5.87,7.55,0,16,0,1,2333,1,1,0
15,M,Parda,1ano,vespertino,7.33,6.79,0,13,0,1,500,1,3,0
16,M,Preta,1ano,vespertino,5.25,2.98,1,13,0,0,738,1,2,0
16,M,Branca,2ano,noturno,6.52,5.46,0,22,0,1,3293,2,1,0
17,M,Preta,3ano,matutino,7.25,5.27,0,9,0,0,2046,0,0,0
17,M,Branca,3ano,vespertino,1.79,4.78,0,9,0,0,1282,0,3,1
17,F,Parda,3ano,noturno,4.81,2.41,0,13,0,0,500,0,0,1
17,F,Parda,2ano,matutino,7.46,8.9,1,18,0,1,763,0,2,0
17,M,Preta,3ano,matutino,10.0,7.15,0,18,0,1,1838,0,2,0
16,F,Branca,2ano,noturno,7.52,5.74,0,14,0,1,500,0,0,0
16,M,Parda,2ano,matutino,3.8,3.8,0,8,0,0,2320,0,0,1
17,M,Parda,2ano,matutino,8.42,3.58,1,17,0,1,2997,0,3,0
15,F,Branca,1ano,matutino,5.5,5.28,0,18,0,1,5116,1,1,0
16,M,Parda,1ano,noturno,5.33,6.05,1,8,0,0,3357,0,1,0
16,F,Preta,1ano,vespertino,3.25,1.76,1,15,0,0,1670,3,0,1
17,M,Parda,3ano,matutino,9.77,7.83,0,15,0,1,2259,0,0,0
15,F,Parda,1ano,matutino,3.34,6.46,0,12,0,0,911,1,0,0
16,F,Parda,2ano,matutino,5.16,4.34,0,20,0,1,779,2,0,0
18,F,Parda,3ano,vespertino,5.15,7.58,1,14,0,0,1719,2,2,0
16,F,Parda,2ano,noturno,5.51,7.07,0,20,0,1,627,0,2,0
16,M,Parda,1ano,matutino,8.16,8.8,1,13,0,1,861,1,2,0
16,F,Branca,2ano,vespertino,5.29,4.55,0,13,0,1,6992,2,2,0
15,M,Branca,1ano,vespertino,8.22,6.08,0,17,0,1,670,3,1,0
17,M,Branca,3ano,noturno,6.41,7.7,0,14,0,1,1464,2,3,0
17,M,Parda,2ano,vespertino,6.44,7.66,1,12,0,0,500,1,0,0
17,F,Branca,3ano,matutino,7.62,7.9,0,14,0,1,627,1,1,0
19,F,Branca,2ano,vespertino,6.09,4.0,3,20,1,0,632,2,2,1
16,M,Branca,2ano,vespertino,6.37,10.0,0,8,0,0,1096,1,1,0
18,F,Parda,3ano,vespertino,8.38,4.94,1,20,0,1,599,2,1,1
15,M,Parda,1ano,matutino,3.7,2.07,0,8,0,0,963,0,2,0
17,F,Branca,1ano,matutino,6.98,4.5,2,23,1,1,805,3,2,1
17,F,Parda,1ano,matutino,10.0,4.43,2,13,1,0,1030,2,0,1
16,M,Parda,2ano,matutino,5.04,3.75,0,9,0,0,500,2,1,1
18,F,Branca,3ano,matutino,7.98,10.0,1,25,0,1,500,3,0,0
18,F,Branca,2ano,matutino,4.39,3.69,2,18,1,0,2244,0,2,1
17,F,Branca,2ano,matutino,6.27,5.67,1,13,0,0,759,2,0,0
