idade,serie,turno,score_risco,nivel_risco,evasao
16,2ano,vespertino,0.0015973495,Baixo,0
18,2ano,vespertino,0.9996511,Alto,1
16,1ano,matutino,0.004236686,Baixo,0
15,1ano,noturno,0.24679103,Baixo,0
16,1ano,matutino,0.59031326,Alto,0
16,2ano,noturno,0.9929276,Alto,1
16,2ano,noturno,0.99327105,Alto,1
17,3ano,matutino,0.003453123,Baixo,0
15,1ano,vespertino,0.09078355,Baixo,0
17,2ano,vespertino,0.003017585,Baixo,0
16,1ano,matutino,0.5698002,Alto,0
17,2ano,matutino,0.0016339895,Baixo,0
17,3ano,noturno,0.0056625684,Baixo,0
15,1ano,vespertino,0.89094645,Alto,0
17,1ano,vespertino,0.99877566,Alto,1
16,2ano,matutino,0.32897863,Médio,0
17,3ano,vespertino,0.0038637326,Baixo,0
16,1ano,vespertino,0.34023905,Médio,0
19,3ano,matutino,0.99759656,Alto,1
17,3ano,matutino,0.075215615,Baixo,0
17,3ano,matutino,0.17783912,Baixo,0
15,1ano,vespertino,0.048634823,Baixo,0
16,2ano,matutino,0.0029433095,Baixo,0
16,1ano,noturno,0.712613,Alto,1
19,3ano,matutino,0.99191743,Alto,1
16,2ano,noturno,0.0019054761,Baixo,0
15,1ano,matutino,0.24657083,Baixo,0
15,1ano,vespertino,0.0042839204,Baixo,0
17,3ano,vespertino,0.19350767,Baixo,0
19,3ano,vespertino,0.995327,Alto,1
16,2ano,noturno,0.99567884,Alto,1
17,2ano,matutino,0.18303098,Baixo,0
18,3ano,matutino,0.0051234663,Baixo,0
18,3ano,matutino,0.0077019455,Baixo,0
18,3ano,vespertino,0.6410334,Alto,0
16,2ano,noturno,0.002229482,Baixo,0
17,2ano,matutino,0.0025953923,Baixo,0
18,3ano,noturno,0.013493369,Baixo,0
17,1ano,matutino,0.9886953,Alto,1
16,2ano,noturno,0.98185307,Alto,1
15,1ano,matutino,0.0021466182,Baixo,0
16,2ano,noturno,0.99292785,Alto,1
17,3ano,vespertino,0.79058707,Alto,0
15,1ano,noturno,0.07746102,Baixo,0
16,2ano,vespertino,0.017430982,Baixo,0
15,1ano,matutino,0.0034835434,Baixo,0
18,3ano,noturno,0.0033253296,Baixo,0
18,3ano,vespertino,0.0021920134,Baixo,0
16,2ano,matutino,0.0041914806,Baixo,0
16,2ano,vespertino,0.6254535,Alto,0
18,1ano,noturno,0.9959551,Alto,1
18,3ano,vespertino,0.049272135,Baixo,0
18,3ano,matutino,0.75870466,Alto,1
15,1ano,noturno,0.0023481648,Baixo,0
17,3ano,matutino,0.84869933,Alto,1
18,1ano,matutino,0.99332184,Alto,1
16,2ano,matutino,0.5677502,Alto,1
15,1ano,matutino,0.0014399682,Baixo,0
17,3ano,vespertino,0.9833682,Alto,1
15,1ano,matutino,0.0743199,Baixo,0
15,1ano,matutino,0.98934644,Alto,1
17,2ano,matutino,0.0023375545,Baixo,0
17,3ano,noturno,0.0023713007,Baixo,0
15,1ano,vespertino,0.00213997,Baixo,0
16,2ano,vespertino,0.0017592148,Baixo,0
16,2ano,vespertino,0.029890757,Baixo,0
17,3ano,matutino,0.19802834,Baixo,0
15,1ano,noturno,0.0071202926,Baixo,0
16,2ano,matutino,0.055957552,Baixo,0
17,3ano,matutino,0.006774748,Baixo,0
15,1ano,matutino,0.39587474,Alto,0
16,2ano,matutino,0.9417957,Alto,1
17,3ano,matutino,0.18889959,Baixo,0
15,1ano,vespertino,0.041146446,Baixo,0
16,2ano,matutino,0.18972543,Baixo,0
17,1ano,matutino,0.99908197,Alto,1
17,3ano,vespertino,0.02711712,Baixo,0
17,3ano,vespertino,0.0025479246,Baixo,0
18,2ano,noturno,0.99284816,Alto,1
18,2ano,matutino,0.15220378,Baixo,0
18,2ano,noturno,0.9970059,Alto,1
15,1ano,vespertino,0.0037907986,Baixo,0
15,1ano,vespertino,0.0021112994,Baixo,0
15,1ano,matutino,0.9897982,Alto,1
17,1ano,vespertino,0.088080116,Baixo,0
18,2ano,matutino,0.8446627,Alto,1
15,1ano,vespertino,0.0015933069,Baixo,0
15,1ano,vespertino,0.96483463,Alto,1
16,2ano,matutino,0.043138083,Baixo,0
15,1ano,matutino,0.2819389,Médio,0
15,1ano,noturno,0.006629361,Baixo,0
15,1ano,vespertino,0.0031922932,Baixo,0
16,1ano,vespertino,0.13567671,Baixo,0
16,2ano,noturno,0.40028134,Alto,0
17,3ano,matutino,0.004765628,Baixo,0
17,3ano,vespertino,0.95676714,Alto,1
17,3ano,noturno,0.9729083,Alto,1
17,2ano,matutino,0.0057557095,Baixo,0
17,3ano,matutino,0.0050239926,Baixo,0
16,2ano,noturno,0.00528831,Baixo,0
16,2ano,matutino,0.97068375,Alto,1
17,2ano,matutino,0.57792705,Alto,0
15,1ano,matutino,0.013704499,Baixo,0
16,1ano,noturno,0.013712495,Baixo,0
16,1ano,vespertino,0.9242847,Alto,1
17,3ano,matutino,0.002910235,Baixo,0
15,1ano,matutino,0.058336582,Baixo,0
16,2ano,matutino,0.79088634,Alto,0
18,3ano,vespertino,0.0034357815,Baixo,0
16,2ano,noturno,0.041837547,Baixo,0
16,1ano,matutino,0.0051595275,Baixo,0
16,2ano,vespertino,0.47645214,Alto,0
15,1ano,vespertino,0.0050349142,Baixo,0
17,3ano,noturno,0.0060734423,Baixo,0
17,2ano,vespertino,0.0014956304,Baixo,0
17,3ano,matutino,0.0034576566,Baixo,0
19,2ano,vespertino,0.9884725,Alto,1
16,2ano,vespertino,0.0005860567,Baixo,0
18,3ano,vespertino,0.7397628,Alto,1
15,1ano,matutino,0.93582416,Alto,0
17,1ano,matutino,0.99943835,Alto,1
17,1ano,matutino,0.9811257,Alto,1
16,2ano,matutino,0.49157614,Alto,1
18,3ano,matutino,0.286189,Médio,0
18,2ano,matutino,0.9975835,Alto,1
17,2ano,matutino,0.0048358175,Baixo,0
17,3ano,matutino,0.9495393,Alto,0
15,1ano,noturno,0.004479334,Baixo,0
15,1ano,vespertino,0.5206701,Alto,0
17,3ano,matutino,0.9808226,Alto,1
17,3ano,vespertino,0.12296439,Baixo,0
17,2ano,vespertino,0.24579881,Baixo,0
15,1ano,matutino,0.0012185664,Baixo,0
17,3ano,vespertino,0.00247307,Baixo,0
17,3ano,matutino,0.92858493,Alto,1
16,2ano,vespertino,0.004350853,Baixo,0
15,1ano,matutino,0.31805727,Médio,0
16,2ano,vespertino,0.00078255835,Baixo,0
18,3ano,matutino,0.11517171,Baixo,0
18,3ano,matutino,0.9943816,Alto,1
16,2ano,vespertino,0.003224729,Baixo,0
16,2ano,matutino,0.5905067,Alto,0
18,2ano,matutino,0.9938777,Alto,1
17,2ano,matutino,0.0010623771,Baixo,0
17,2ano,vespertino,0.0051302155,Baixo,0
16,1ano,vespertino,0.5894759,Alto,0
15,1ano,noturno,0.6040803,Alto,0
18,3ano,vespertino,0.0072751613,Baixo,0
16,1ano,noturno,0.19108617,Baixo,0
15,1ano,matutino,0.0010463344,Baixo,0
17,3ano,vespertino,0.0049459604,Baixo,0
16,2ano,matutino,0.0036190175,Baixo,0
15,1ano,matutino,0.0017606508,Baixo,0
16,1ano,vespertino,0.005153674,Baixo,0
17,3ano,noturno,0.004710098,Baixo,0
16,2ano,noturno,0.0055735153,Baixo,0
17,2ano,matutino,0.9507413,Alto,1
17,2ano,vespertino,0.004084893,Baixo,0
15,1ano,matutino,0.19264182,Baixo,0
17,3ano,vespertino,0.9228799,Alto,1
15,1ano,matutino,0.0055350573,Baixo,0
16,2ano,matutino,0.25623456,Médio,1
16,1ano,matutino,0.14619736,Baixo,0
15,1ano,noturno,0.00946493,Baixo,0
15,1ano,matutino,0.0012634251,Baixo,0
17,3ano,matutino,0.94494516,Alto,1
15,1ano,matutino,0.006186165,Baixo,0
15,1ano,vespertino,0.10918239,Baixo,0
15,1ano,matutino,0.75412893,Alto,1
17,3ano,vespertino,0.06019337,Baixo,0
17,2ano,matutino,0.0025352584,Baixo,0
19,3ano,matutino,0.050269276,Baixo,0
17,2ano,matutino,0.14705034,Baixo,0
16,2ano,matutino,0.16450395,Baixo,0
16,2ano,vespertino,0.98290056,Alto,1
16,1ano,matutino,0.016901162,Baixo,0
17,3ano,vespertino,0.10633149,Baixo,0
18,3ano,matutino,0.0017829108,Baixo,0
16,1ano,matutino,0.060508247,Baixo,0
17,2ano,matutino,0.19046593,Baixo,0
15,1ano,vespertino,0.0022530132,Baixo,0
16,2ano,matutino,0.19367641,Baixo,0
17,3ano,vespertino,0.0034589956,Baixo,0
17,3ano,noturno,0.0057016965,Baixo,0
15,1ano,matutino,0.12846091,Baixo,0
16,2ano,matutino,0.95979214,Alto,1
20,3ano,matutino,0.9780995,Alto,1
16,1ano,matutino,0.005411125,Baixo,0
16,2ano,matutino,0.2180347,Baixo,0
19,2ano,vespertino,0.9989833,Alto,1
17,3ano,vespertino,0.0029441938,Baixo,0
18,3ano,vespertino,0.03591304,Baixo,0
15,1ano,matutino,0.0010947838,Baixo,0
15,1ano,vespertino,0.0015446866,Baixo,0
15,1ano,noturno,0.0015572633,Baixo,0
17,1ano,vespertino,0.99848676,Alto,1
17,2ano,vespertino,0.001441441,Baixo,0
17,3ano,vespertino,0.09185099,Baixo,0
16,2ano,vespertino,0.21839295,Baixo,0
17,2ano,matutino,0.9959351,Alto,1
16,2ano,vespertino,0.95876926,Alto,1
16,1ano,vespertino,0.0034694162,Baixo,0
17,3ano,matutino,0.0039335405,Baixo,0
16,2ano,matutino,0.004190854,Baixo,0
15,1ano,matutino,0.0020580795,Baixo,0
19,3ano,vespertino,0.9096666,Alto,1
16,2ano,matutino,0.003121897,Baixo,0
16,1ano,noturno,0.0041286596,Baixo,0
17,2ano,noturno,0.99633056,Alto,1
16,2ano,noturno,0.0012054748,Baixo,0
15,1ano,matutino,0.0009499571,Baixo,0
18,3ano,vespertino,0.0021630565,Baixo,0
16,2ano,noturno,0.716414,Alto,0
16,2ano,vespertino,0.006684513,Baixo,0
17,3ano,matutino,0.06695416,Baixo,0
18,2ano,noturno,0.47066692,Alto,0
16,2ano,vespertino,0.22927128,Baixo,0
16,1ano,vespertino,0.0012049772,Baixo,0
15,1ano,noturno,0.0015553591,Baixo,0
16,2ano,noturno,0.004006861,Baixo,0
15,1ano,vespertino,0.17442913,Baixo,0
16,2ano,matutino,0.000934139,Baixo,0
16,1ano,vespertino,0.003077164,Baixo,0
15,1ano,vespertino,0.7378626,Alto,1
18,2ano,vespertino,0.98228514,Alto,1
15,1ano,matutino,0.33037248,Médio,0
17,2ano,vespertino,0.0022420872,Baixo,0
16,2ano,vespertino,0.0050934977,Baixo,0
15,1ano,noturno,0.9945576,Alto,1
15,1ano,noturno,0.0054483674,Baixo,0
17,2ano,matutino,0.0028937482,Baixo,0
16,1ano,vespertino,0.00502477,Baixo,0
16,2ano,vespertino,0.0028795677,Baixo,0
18,3ano,vespertino,0.002406817,Baixo,0
16,2ano,matutino,0.0031951624,Baixo,0
16,2ano,vespertino,0.9779025,Alto,1
18,3ano,vespertino,0.0510976,Baixo,0
15,1ano,vespertino,0.26579282,Médio,0
17,3ano,noturno,0.0041396944,Baixo,0
17,3ano,noturno,0.2140605,Baixo,0
16,2ano,noturno,0.0018894244,Baixo,0
15,1ano,noturno,0.011209217,Baixo,0
15,1ano,vespertino,0.0011642933,Baixo,0
17,3ano,noturno,0.994017,Alto,1
15,1ano,noturno,0.0020159953,Baixo,0
18,3ano,vespertino,0.97525394,Alto,1
16,2ano,matutino,0.23458305,Baixo,0
16,2ano,matutino,0.14997725,Baixo,0
16,2ano,vespertino,0.2107424,Baixo,0
17,1ano,vespertino,0.97475964,Alto,1
16,2ano,vespertino,0.042607144,Baixo,0
19,3ano,noturno,0.2293223,Baixo,0
15,1ano,noturno,0.864308,Alto,1
17,3ano,matutino,0.009033495,Baixo,0
17,3ano,matutino,0.005360766,Baixo,0
15,1ano,vespertino,0.24970177,Médio,0
16,2ano,matutino,0.31272206,Médio,0
16,1ano,noturno,0.9375711,Alto,1
16,2ano,noturno,0.09667183,Baixo,0
17,3ano,vespertino,0.06369987,Baixo,0
18,3ano,vespertino,0.29317158,Médio,0
18,3ano,noturno,0.95985407,Alto,1
15,1ano,noturno,0.06902324,Baixo,0
17,2ano,vespertino,0.5706013,Alto,0
16,1ano,noturno,0.68651986,Alto,0
17,3ano,vespertino,0.00427524,Baixo,0
16,1ano,matutino,0.9986358,Alto,1
15,1ano,vespertino,0.006564069,Baixo,0
16,1ano,noturno,0.5477672,Alto,0
15,1ano,noturno,0.0011784744,Baixo,0
17,1ano,matutino,0.9953478,Alto,1
15,1ano,matutino,0.63720095,Alto,0
17,3ano,vespertino,0.98322874,Alto,0
17,3ano,noturno,0.0064973556,Baixo,0
16,1ano,vespertino,0.17731239,Baixo,0
17,3ano,matutino,0.097226255,Baixo,0
18,2ano,noturno,0.9836137,Alto,1
18,3ano,vespertino,0.119728915,Baixo,0
15,1ano,noturno,0.0028228424,Baixo,0
16,2ano,noturno,0.027481226,Baixo,0
16,2ano,matutino,0.0026076112,Baixo,0
15,1ano,noturno,0.9741843,Alto,1
16,2ano,vespertino,0.0024749907,Baixo,0
18,3ano,noturno,0.8938243,Alto,1
19,3ano,matutino,0.997663,Alto,1
17,1ano,noturno,0.82662624,Alto,1
19,2ano,matutino,0.30301884,Médio,0
17,3ano,matutino,0.05101801,Baixo,0
16,1ano,noturno,0.009043458,Baixo,0
15,1ano,matutino,0.13541308,Baixo,0
19,2ano,matutino,0.9959364,Alto,1
15,1ano,noturno,0.20649077,Baixo,0
19,2ano,matutino,0.5893863,Alto,0
17,1ano,vespertino,0.9902142,Alto,1
16,2ano,noturno,0.006843761,Baixo,0
18,2ano,vespertino,0.9994497,Alto,1
18,3ano,matutino,0.0025033716,Baixo,0
16,2ano,vespertino,0.0034650613,Baixo,0
16,2ano,vespertino,0.0027329947,Baixo,0
18,3ano,matutino,0.0043792087,Baixo,0
18,3ano,vespertino,0.0010805484,Baixo,0
18,2ano,matutino,0.5170173,Alto,0
16,1ano,matutino,0.0029846674,Baixo,0
16,2ano,matutino,0.4631182,Alto,0
17,2ano,noturno,0.2951319,Médio,0
16,2ano,matutino,0.0029718364,Baixo,0
17,3ano,matutino,0.002122637,Baixo,0
17,3ano,noturno,0.67735124,Alto,0
18,3ano,matutino,0.002840814,Baixo,0
18,2ano,noturno,0.99800605,Alto,1
18,3ano,noturno,0.8299168,Alto,0
17,3ano,vespertino,0.63817245,Alto,0
15,1ano,matutino,0.0031465134,Baixo,0
17,2ano,matutino,0.00465151,Baixo,0
15,1ano,matutino,0.0016613432,Baixo,0
15,1ano,matutino,0.14136857,Baixo,0
16,1ano,vespertino,0.43220848,Alto,0
18,2ano,matutino,0.99911517,Alto,1
15,1ano,noturno,0.98738503,Alto,1
15,1ano,matutino,0.7123369,Alto,0
15,1ano,matutino,0.004137401,Baixo,0
16,2ano,matutino,0.0035564087,Baixo,0
17,3ano,matutino,0.0062319236,Baixo,0
17,3ano,noturno,0.009220898,Baixo,0
18,2ano,vespertino,0.98978907,Alto,1
16,1ano,matutino,0.97614336,Alto,1
20,3ano,vespertino,0.9534027,Alto,1
15,1ano,vespertino,0.10467578,Baixo,0
19,3ano,noturno,0.99770516,Alto,1
18,3ano,matutino,0.004343355,Baixo,0
16,2ano,vespertino,0.044451844,Baixo,0
15,1ano,matutino,0.0025981525,Baixo,0
15,1ano,matutino,0.14749323,Baixo,0
17,2ano,vespertino,0.040843118,Baixo,0
17,2ano,matutino,0.2305303,Baixo,0
17,3ano,vespertino,0.07201205,Baixo,0
17,2ano,vespertino,0.0028623068,Baixo,0
18,2ano,matutino,0.4885824,Alto,0
17,1ano,noturno,0.9993199,Alto,1
16,2ano,matutino,0.17175047,Baixo,1
15,1ano,noturno,0.0067227758,Baixo,0
17,2ano,vespertino,0.0011605147,Baixo,0
16,2ano,matutino,0.0010201441,Baixo,0
17,3ano,matutino,0.008977543,Baixo,0
16,2ano,vespertino,0.003298941,Baixo,0
15,1ano,noturno,0.9219139,Alto,1
17,3ano,vespertino,0.057513334,Baixo,0
16,2ano,matutino,0.0036941904,Baixo,0
19,2ano,matutino,0.9922563,Alto,1
16,2ano,noturno,0.7438911,Alto,0
18,3ano,noturno,0.99684334,Alto,1
16,1ano,matutino,0.009095814,Baixo,0
16,2ano,noturno,0.3483416,Médio,0
19,3ano,vespertino,0.03400631,Baixo,0
16,1ano,vespertino,0.0051224674,Baixo,0
17,3ano,vespertino,0.0054130782,Baixo,0
17,1ano,matutino,0.9760995,Alto,1
15,1ano,matutino,0.00267606,Baixo,0
16,1ano,vespertino,0.85729223,Alto,0
17,3ano,noturno,0.57784116,Alto,0
18,3ano,vespertino,0.023864053,Baixo,0
16,1ano,matutino,0.1993528,Baixo,0
16,1ano,matutino,0.0020235819,Baixo,0
15,1ano,vespertino,0.08190014,Baixo,0
15,1ano,vespertino,0.042910546,Baixo,0
17,3ano,matutino,0.0046936832,Baixo,0
15,1ano,matutino,0.04991657,Baixo,0
16,1ano,vespertino,0.07841083,Baixo,0
17,1ano,matutino,0.9334063,Alto,0
16,2ano,matutino,0.15053695,Baixo,0
17,2ano,vespertino,0.5576844,Alto,1
16,2ano,matutino,0.005080278,Baixo,0
16,2ano,matutino,0.9158785,Alto,1
17,3ano,matutino,0.004045919,Baixo,0
16,2ano,matutino,0.060599644,Baixo,0
18,3ano,noturno,0.99547654,Alto,1
16,2ano,vespertino,0.0016345591,Baixo,0
17,1ano,matutino,0.984832,Alto,1
17,3ano,matutino,0.003817313,Baixo,0
17,2ano,matutino,0.003302328,Baixo,0
18,2ano,noturno,0.9982773,Alto,1
15,1ano,vespertino,0.22396632,Baixo,0
17,2ano,vespertino,0.011141365,Baixo,0
17,3ano,matutino,0.09978316,Baixo,0
17,1ano,noturno,0.996525,Alto,1
15,1ano,noturno,0.09104954,Baixo,0
16,1ano,matutino,0.10983427,Baixo,0
16,2ano,matutino,0.004285208,Baixo,0
18,3ano,matutino,0.108813584,Baixo,0
17,2ano,vespertino,0.0046585314,Baixo,0
17,3ano,matutino,0.010259481,Baixo,0
16,2ano,matutino,0.006619458,Baixo,0
16,2ano,vespertino,0.3901114,Alto,0
16,1ano,vespertino,0.004227342,Baixo,0
17,1ano,matutino,0.127871,Baixo,0
20,3ano,vespertino,0.99874014,Alto,1
16,1ano,matutino,0.062402684,Baixo,0
16,1ano,vespertino,0.0042408323,Baixo,0
18,3ano,noturno,0.9934802,Alto,1
19,2ano,vespertino,0.9948447,Alto,1
16,1ano,noturno,0.99190134,Alto,1
16,2ano,vespertino,0.6222684,Alto,0
16,2ano,noturno,0.18701436,Baixo,0
17,3ano,vespertino,0.0031938977,Baixo,0
17,2ano,matutino,0.8646982,Alto,0
15,1ano,noturno,0.009637866,Baixo,0
15,1ano,vespertino,0.0061227526,Baixo,0
15,1ano,noturno,0.33727878,Médio,0
16,2ano,vespertino,0.0017168712,Baixo,0
17,2ano,vespertino,0.9092681,Alto,1
18,3ano,matutino,0.8173785,Alto,1
17,2ano,matutino,0.20246649,Baixo,0
16,1ano,vespertino,0.16150256,Baixo,0
15,1ano,noturno,0.004373794,Baixo,0
15,1ano,noturno,0.0012232279,Baixo,0
16,2ano,vespertino,0.26097858,Médio,0
17,2ano,matutino,0.19801225,Baixo,0
17,3ano,matutino,0.32382223,Médio,0
16,1ano,matutino,0.003847232,Baixo,0
17,2ano,noturno,0.003538113,Baixo,0
15,1ano,vespertino,0.001875383,Baixo,0
17,3ano,vespertino,0.0019473111,Baixo,0
15,1ano,noturno,0.32129067,Médio,0
16,2ano,matutino,0.0017099662,Baixo,0
16,1ano,noturno,0.5795381,Alto,0
15,1ano,vespertino,0.99538726,Alto,1
16,2ano,matutino,0.15521133,Baixo,0
16,2ano,vespertino,0.0011568812,Baixo,0
16,2ano,matutino,0.34277847,Médio,0
15,1ano,vespertino,0.00295461,Baixo,0
17,3ano,matutino,0.1937583,Baixo,0
15,1ano,matutino,0.0031487904,Baixo,0
16,2ano,vespertino,0.91421217,Alto,1
18,3ano,matutino,0.063630834,Baixo,0
16,2ano,matutino,0.20076044,Baixo,0
15,1ano,noturno,0.8788797,Alto,1
17,2ano,matutino,0.0067191566,Baixo,0
18,1ano,vespertino,0.9988663,Alto,1
18,2ano,vespertino,0.99782276,Alto,1
17,2ano,matutino,0.030299885,Baixo,0
17,3ano,noturno,0.8581445,Alto,0
17,3ano,matutino,0.010557257,Baixo,0
15,1ano,matutino,0.14317845,Baixo,0
16,1ano,matutino,0.008266636,Baixo,0
16,2ano,vespertino,0.0032561512,Baixo,0
17,2ano,matutino,0.12452051,Baixo,0
16,2ano,matutino,0.068557344,Baixo,0
16,2ano,vespertino,0.0012244023,Baixo,0
16,2ano,vespertino,0.0017979976,Baixo,0
19,3ano,matutino,0.9884178,Alto,1
16,2ano,matutino,0.16241048,Baixo,0
15,1ano,matutino,0.08413382,Baixo,0
15,1ano,matutino,0.20826477,Baixo,0
17,2ano,vespertino,0.9926238,Alto,1
15,1ano,matutino,0.21062523,Baixo,0
16,1ano,matutino,0.9610244,Alto,1
15,1ano,matutino,0.9413397,Alto,1
18,3ano,vespertino,0.5990107,Alto,0
17,3ano,vespertino,0.0021105262,Baixo,0
15,1ano,matutino,0.003069262,Baixo,0
16,1ano,vespertino,0.77943945,Alto,1
18,2ano,vespertino,0.98728824,Alto,1
16,1ano,matutino,0.92129326,Alto,1
17,3ano,matutino,0.35023373,Médio,0
16,2ano,matutino,0.010805786,Baixo,0
17,2ano,noturno,0.61494267,Alto,0
17,3ano,matutino,0.00095138606,Baixo,0
17,2ano,matutino,0.9838071,Alto,1
16,1ano,vespertino,0.4474853,Alto,0
17,2ano,vespertino,0.0014617535,Baixo,0
18,2ano,noturno,0.9964863,Alto,1
17,2ano,matutino,0.0026650107,Baixo,0
17,3ano,matutino,0.0055735153,Baixo,0
15,1ano,vespertino,0.20471068,Baixo,0
16,2ano,vespertino,0.058922667,Baixo,0
15,1ano,noturno,0.82253724,Alto,0
17,1ano,vespertino,0.97976434,Alto,1
16,2ano,vespertino,0.050181262,Baixo,0
17,3ano,matutino,0.10166598,Baixo,0
16,2ano,noturno,0.49816072,Alto,0
15,1ano,vespertino,0.00074880285,Baixo,0
18,1ano,matutino,0.9956884,Alto,0
16,2ano,vespertino,0.36778632,Médio,0
17,2ano,vespertino,0.097448826,Baixo,0
17,3ano,matutino,0.36814657,Médio,0
16,2ano,vespertino,0.17823355,Baixo,0
17,3ano,vespertino,0.026306026,Baixo,0
17,3ano,matutino,0.09325152,Baixo,0
15,1ano,noturno,0.26569527,Médio,0
16,2ano,noturno,0.13455522,Baixo,0
17,3ano,matutino,0.98425484,Alto,1
17,3ano,matutino,0.10673343,Baixo,0
16,2ano,noturno,0.5286621,Alto,0
16,2ano,matutino,0.0036530283,Baixo,0
17,2ano,noturno,0.39225578,Alto,0
19,3ano,matutino,0.99365693,Alto,1
17,3ano,vespertino,0.0053669857,Baixo,0
17,3ano,vespertino,0.7466767,Alto,0
15,1ano,matutino,0.0030928059,Baixo,0
15,1ano,vespertino,0.0037148516,Baixo,0
19,3ano,matutino,0.99928755,Alto,1
16,2ano,matutino,0.9377487,Alto,1
17,3ano,matutino,0.9767696,Alto,1
15,1ano,matutino,0.0005392457,Baixo,0
19,3ano,matutino,0.38678834,Alto,0
16,2ano,matutino,0.0032936994,Baixo,0
15,1ano,matutino,0.0020489069,Baixo,0
15,1ano,matutino,0.13877454,Baixo,0
16,2ano,matutino,0.0014577911,Baixo,0
17,1ano,noturno,0.998806,Alto,1
17,3ano,matutino,0.009195085,Baixo,0
16,2ano,vespertino,0.002090389,Baixo,0
16,2ano,matutino,0.9924291,Alto,1
15,1ano,matutino,0.0022394431,Baixo,0
17,3ano,matutino,0.34250277,Médio,0
17,3ano,matutino,0.0018228317,Baixo,0
17,3ano,vespertino,0.02299392,Baixo,0
18,3ano,vespertino,0.0025694475,Baixo,0
17,2ano,matutino,0.0017693519,Baixo,0
20,3ano,matutino,0.9949239,Alto,1
16,2ano,noturno,0.23054071,Baixo,0
17,2ano,matutino,0.16641742,Baixo,0
15,1ano,noturno,0.91026145,Alto,1
17,1ano,vespertino,0.9991985,Alto,1
17,3ano,matutino,0.46667847,Alto,0
15,1ano,matutino,0.06850972,Baixo,0
18,3ano,matutino,0.25025943,Médio,1
17,3ano,vespertino,0.011706204,Baixo,0
16,2ano,noturno,0.0040108496,Baixo,0
16,1ano,matutino,0.14018352,Baixo,0
17,2ano,noturno,0.90278035,Alto,0
16,1ano,matutino,0.2287145,Baixo,0
17,3ano,matutino,0.28566483,Médio,1
17,2ano,vespertino,0.004540231,Baixo,0
17,2ano,noturno,0.9914231,Alto,1
16,2ano,vespertino,0.018824017,Baixo,0
16,2ano,noturno,0.09925911,Baixo,0
15,1ano,vespertino,0.011071612,Baixo,0
16,1ano,noturno,0.004454254,Baixo,0
16,2ano,noturno,0.050412506,Baixo,0
17,3ano,vespertino,0.0017808862,Baixo,0
15,1ano,vespertino,0.0021953252,Baixo,0
16,1ano,vespertino,0.5677635,Alto,0
18,1ano,noturno,0.99827015,Alto,1
16,2ano,vespertino,0.07193552,Baixo,0
15,1ano,matutino,0.18993662,Baixo,0
18,3ano,noturno,0.6044865,Alto,1
15,1ano,vespertino,0.00122094,Baixo,0
17,2ano,vespertino,0.0016332025,Baixo,0
15,1ano,vespertino,0.0007798267,Baixo,0
17,2ano,matutino,0.0024472286,Baixo,0
15,1ano,matutino,0.16885416,Baixo,0
18,3ano,matutino,0.99069023,Alto,1
17,3ano,noturno,0.29037845,Médio,0
18,1ano,vespertino,0.99930465,Alto,1
17,3ano,noturno,0.66835934,Alto,0
15,1ano,matutino,0.06844503,Baixo,0
16,2ano,noturno,0.008725326,Baixo,0
17,2ano,matutino,0.006944407,Baixo,0
16,1ano,matutino,0.0103188865,Baixo,0
16,2ano,noturno,0.0052387076,Baixo,0
16,1ano,vespertino,0.0020018027,Baixo,0
16,2ano,noturno,0.89111376,Alto,1
17,2ano,vespertino,0.023807669,Baixo,0
18,3ano,matutino,0.07812941,Baixo,0
15,1ano,matutino,0.4624076,Alto,0
18,3ano,noturno,0.52498174,Alto,0
15,1ano,vespertino,0.01771775,Baixo,0
17,2ano,vespertino,0.98049986,Alto,1
15,1ano,matutino,0.0077626184,Baixo,0
15,1ano,matutino,0.16179447,Baixo,0
15,1ano,noturno,0.3546841,Médio,0
16,2ano,noturno,0.96591693,Alto,1
17,1ano,matutino,0.40817305,Alto,0
16,2ano,matutino,0.032285426,Baixo,0
19,3ano,matutino,0.9914738,Alto,1
15,1ano,matutino,0.0019782176,Baixo,0
16,1ano,noturno,0.6691428,Alto,0
15,1ano,vespertino,0.006067673,Baixo,0
15,1ano,matutino,0.0018306588,Baixo,0
16,2ano,noturno,0.002147831,Baixo,0
20,3ano,noturno,0.99727565,Alto,1
15,1ano,matutino,0.8908295,Alto,1
17,1ano,noturno,0.94134766,Alto,1
18,2ano,vespertino,0.99432725,Alto,1
17,1ano,matutino,0.20681886,Baixo,0
16,2ano,noturno,0.021693163,Baixo,0
19,3ano,matutino,0.9987196,Alto,1
18,1ano,noturno,0.99932957,Alto,1
17,2ano,vespertino,0.10045319,Baixo,1
17,3ano,noturno,0.72558236,Alto,1
16,2ano,matutino,0.09897405,Baixo,0
18,3ano,matutino,0.19343328,Baixo,0
17,3ano,noturno,0.9928975,Alto,1
17,2ano,noturno,0.9861719,Alto,1
16,2ano,noturno,0.5507224,Alto,0
17,3ano,matutino,0.0026149475,Baixo,0
18,2ano,vespertino,0.9988949,Alto,1
17,2ano,matutino,0.13387187,Baixo,0
16,2ano,matutino,0.94925314,Alto,1
17,3ano,vespertino,0.07252266,Baixo,0
15,1ano,vespertino,0.07812788,Baixo,0
